10.1,28.3,51.0,22.9,7.1,66.9
12.8,20.0,43.1,27.1,7.1,61.9
11.7,20.2,44.6,30.0,7.2,65.9
11.2,19.5,43.3,29.7,7.5,62.1
12.3,20.5,40.6,25.7,7.6,64.7
11.9,24.2,44.3,24.5,7.5,61.0
10.1,30.3,58.0,20.5,8.0,63.3
13.3,39.8,94.2,14.6,8.2,57.3
20.9,37.0,115.6,13.6,8.7,32.5
23.5,36.8,127.1,14.0,8.7,32.8
17.3,38.0,120.5,13.8,8.3,32.6
11.2,36.7,96.9,14.9,7.9,61.2
10.4,26.8,53.1,23.4,7.4,61.4
11.5,21.3,42.7,28.7,6.6,62.2
10.2,21.0,42.3,31.6,6.8,61.9
10.4,21.1,43.1,30.6,7.0,66.1
11.3,19.2,38.5,27.4,7.0,61.1
12.1,22.4,47.9,26.1,7.2,63.1
9.3,29.9,56.3,23.1,6.9,65.3
10.5,38.2,96.7,20.1,7.7,63.1
17.9,37.3,111.7,13.7,7.9,33.6
16.6,40.9,111.1,14.4,8.5,35.8
